0,3,0,0,4,0.5,2,2,1,0,0
0,1,1,1,2,0.5,10,9,1,2,2
2,1,1,2,1,1.0,11,11,2,2,1
2,3,0,1,2,1.0,13,12,2,2,1
0,0,3,2,1,0.5,8,8,1,2,2
2,1,1,3,4,0.0,5,6,0,0,1
0,1,1,4,3,1.0,6,5,2,2,1
1,4,0,4,1,1.0,6,8,2,1,0
1,0,4,1,4,0.0,10,11,0,1,5
2,1,0,0,0,1.0,5,6,2,2,1
0,0,1,0,0,0.5,8,8,1,1,1
1,2,2,0,2,0.5,5,7,1,1,1
1,2,2,2,0,0.0,4,4,0,0,1
2,0,3,0,2,0.0,7,7,0,1,2
0,3,0,2,0,1.0,7,10,2,3,0
0,2,3,1,2,0.0,3,6,0,0,1
2,3,2,2,1,0.0,9,7,0,0,1
0,2,1,4,0,0.0,6,6,0,1,2
2,1,2,0,4,0.0,4,8,0,1,2
0,1,0,1,1,1.0,7,11,2,3,0
2,0,1,1,1,0.5,10,8,1,1,1
1,0,3,1,3,0.0,5,9,0,0,1
1,3,0,3,1,0.5,3,7,1,1,1
0,2,2,1,1,0.0,6,10,0,1,3
2,2,2,1,1,1.0,5,7,2,2,0
2,1,3,0,2,0.5,2,2,1,0,0
0,3,1,2,0,1.0,8,7,2,2,1
0,0,5,0,3,1.0,8,9,2,3,2
2,5,0,3,0,0.0,12,11,0,3,5
2,1,0,2,1,0.5,5,4,1,1,1
0,0,1,1,2,1.0,5,6,2,3,1
1,1,1,2,2,0.0,8,8,0,1,2
1,1,1,2,2,1.0,9,9,2,3,2
0,1,2,0,2,0.5,8,7,1,1,1
2,2,1,2,0,0.0,9,13,0,2,4
0,0,2,2,1,1.0,7,6,2,3,1
2,2,0,1,2,0.5,3,4,1,0,0
2,1,3,0,1,1.0,6,10,2,2,1
0,3,1,1,0,0.0,8,7,0,1,2
2,2,1,3,1,1.0,12,10,2,2,0
0,1,2,1,3,0.5,8,5,1,1,1
2,2,0,7,0,0.0,7,6,0,0,2
0,0,2,0,7,1.0,4,6,2,2,1
2,2,1,1,0,1.0,3,5,2,2,0
0,1,2,0,1,1.0,7,8,2,2,1
0,1,2,2,2,0.5,7,6,1,2,2
2,2,1,2,2,0.5,6,7,1,1,1
2,1,2,0,2,1.0,8,7,2,2,1
0,2,1,2,0,0.0,5,6,0,0,1
2,1,3,2,2,0.5,7,6,1,1,1
0,3,1,2,2,1.0,10,13,2,2,1
0,1,3,0,4,0.5,8,8,1,1,1
2,3,1,4,0,0.5,9,10,1,2,2
2,1,1,2,1,0.0,8,7,0,1,2
0,1,1,1,2,0.0,6,7,0,0,4
0,0,2,1,1,0.0,7,4,0,1,2
2,2,0,1,1,0.0,5,12,0,0,3
1,2,2,1,2,0.5,3,4,1,0,0
1,2,2,2,1,0.0,7,7,0,1,5
2,5,0,1,1,0.5,13,8,1,2,2
0,0,5,1,1,0.0,8,7,0,0,3
2,3,1,2,1,1.0,7,11,2,2,1
0,1,3,1,2,1.0,10,9,2,4,2
2,4,1,0,1,0.0,10,7,0,1,2
0,1,4,1,0,0.0,2,9,0,0,1
2,2,1,4,0,0.0,8,8,0,1,2
0,1,2,0,4,0.0,7,7,0,1,2
2,5,1,3,2,0.0,5,6,0,1,2
0,1,5,2,3,0.0,8,7,0,1,3
2,1,0,1,2,0.0,4,4,0,1,2
0,0,1,2,1,0.0,9,11,0,2,4
2,0,4,2,0,0.5,3,4,1,0,0
0,4,0,0,2,0.0,5,6,0,0,2
2,0,4,0,0,0.0,5,6,0,0,1
0,4,0,0,0,0.0,6,9,0,1,2
2,0,1,2,1,1.0,6,8,2,1,0
0,1,0,1,2,0.0,9,14,0,1,4
0,1,2,2,0,1.0,10,9,2,4,2
2,2,1,0,2,0.5,3,4,1,0,0
2,1,2,1,0,0.0,7,10,0,1,2
0,2,1,0,1,0.5,5,5,1,2,2
0,1,1,1,2,0.5,4,5,1,1,1
2,1,1,2,1,0.0,8,7,0,0,3
2,0,1,3,0,0.0,5,6,0,0,2
0,1,0,0,3,1.0,8,9,2,2,0
1,2,0,1,2,1.0,7,9,2,2,0
1,0,2,2,1,0.0,10,11,0,1,5
2,1,0,3,1,0.0,4,5,0,1,3
0,0,1,1,3,1.0,8,6,2,3,0
0,1,1,5,0,1.0,7,5,2,2,1
2,1,1,0,5,0.0,11,15,0,1,3
1,4,1,4,1,0.0,12,9,0,1,5
1,1,4,1,4,1.0,8,6,2,2,1
2,2,2,2,3,1.0,3,4,2,1,0
0,2,2,3,2,0.0,8,8,0,0,4
0,1,2,1,2,0.5,4,4,1,1,1
2,2,1,2,1,0.0,4,4,0,0,1
1,1,2,1,0,0.5,11,9,1,1,1
1,2,1,0,1,0.5,5,5,1,1,1
0,2,1,0,1,0.0,10,9,0,1,3
2,1,2,1,0,0.0,9,8,0,1,2
0,2,1,0,2,0.0,8,10,0,0,1
2,1,2,2,0,0.0,4,2,0,0,1
2,0,0,1,2,0.5,5,9,1,1,1
0,0,0,2,1,1.0,4,3,2,1,0
1,1,2,0,1,0.5,6,4,1,1,1
1,2,1,1,0,0.5,8,4,1,1,1
2,0,2,3,4,0.5,6,4,1,1,1
0,2,0,4,3,0.0,9,11,0,0,4
2,6,2,1,0,1.0,12,8,2,2,1
0,2,6,0,1,0.5,11,8,1,1,1
2,1,2,1,2,0.0,4,3,0,0,1
0,2,1,2,1,1.0,2,4,2,1,0
1,2,1,0,1,1.0,8,7,2,2,1
1,1,2,1,0,1.0,10,9,2,4,2
0,1,0,0,3,0.5,5,4,1,1,1
2,0,1,3,0,0.0,10,8,0,1,3
0,0,3,1,1,0.0,5,6,0,0,1
2,3,0,1,1,1.0,6,7,2,2,0
0,1,5,1,4,0.0,5,6,0,0,1
2,5,1,4,1,0.5,11,10,1,1,1
2,4,0,4,2,1.0,8,9,2,1,0
0,0,4,2,4,0.0,5,7,0,0,2
1,3,0,1,0,1.0,8,7,2,5,0
1,0,3,0,1,0.5,4,7,1,2,2
1,0,2,1,0,0.0,8,11,0,0,1
1,2,0,0,1,1.0,7,9,2,2,0
2,4,0,5,1,0.0,6,5,0,0,1
0,0,4,1,5,1.0,9,7,2,2,1
1,1,1,3,3,0.0,9,9,0,1,2
1,1,1,3,3,0.5,5,4,1,1,1
0,0,0,2,1,1.0,6,7,2,1,0
2,0,0,1,2,1.0,7,9,2,4,0
2,1,0,1,0,0.0,6,6,0,1,3
0,0,1,0,1,0.0,7,6,0,1,2
2,2,0,5,1,0.0,10,17,0,0,3
0,0,2,1,5,1.0,3,4,2,2,1
2,0,0,1,1,0.5,3,4,1,0,0
0,0,0,1,1,0.0,6,9,0,1,2
1,0,0,0,0,0.0,4,11,0,0,1
1,0,0,0,0,0.0,8,9,0,0,1
2,0,2,4,1,0.0,9,6,0,0,1
0,2,0,1,4,0.0,5,7,0,1,2
2,1,4,1,1,0.0,4,4,0,0,1
0,4,1,1,1,0.5,7,5,1,1,1
2,0,1,1,1,0.0,9,10,0,0,4
0,1,0,1,1,1.0,8,11,2,4,2
1,2,4,2,1,0.0,5,7,0,1,2
1,4,2,1,2,1.0,8,10,2,1,0
1,1,0,2,1,0.0,6,6,0,0,1
1,0,1,1,2,0.0,7,9,0,0,3
1,0,0,2,3,1.0,7,11,2,3,0
1,0,0,3,2,0.0,6,10,0,0,3
0,1,1,1,1,1.0,6,10,2,3,1
2,1,1,1,1,0.0,3,4,0,0,2
2,0,3,1,2,0.0,8,7,0,1,3
0,3,0,2,1,0.0,3,4,0,0,2
2,2,1,1,0,0.0,7,9,0,0,3
0,1,2,0,1,1.0,5,6,2,3,1
0,2,0,1,3,0.0,5,5,0,0,3
2,0,2,3,1,0.5,4,5,1,1,1
0,0,3,2,0,0.5,5,5,1,1,1
2,3,0,0,2,0.5,9,8,1,2,2
2,0,1,1,0,0.0,9,10,0,1,4
0,1,0,0,1,0.5,6,8,1,1,1
2,1,5,0,1,0.5,6,6,1,1,1
0,5,1,1,0,1.0,6,7,2,2,0
1,2,3,1,4,0.0,8,8,0,0,3
1,3,2,4,1,1.0,6,8,2,1,0
1,3,2,6,3,0.0,10,9,0,1,4
1,2,3,3,6,0.0,5,9,0,0,1
2,1,0,2,1,0.0,9,10,0,0,1
0,0,1,1,2,0.0,5,6,0,0,1
0,0,3,0,2,1.0,12,16,2,5,3
2,3,0,2,0,0.0,9,2,0,0,1
0,1,2,0,1,0.0,8,5,0,1,2
2,2,1,1,0,1.0,3,5,2,1,0
1,1,0,3,0,1.0,2,3,2,1,0
1,0,1,0,3,0.0,11,9,0,1,2
1,0,3,2,1,0.0,3,5,0,0,1
1,3,0,1,2,0.0,5,8,0,1,2
0,0,8,0,2,0.0,9,9,0,0,2
2,8,0,2,0,0.0,15,14,0,1,5
1,2,0,2,0,0.5,3,7,1,1,1
1,0,2,0,2,0.0,4,4,0,0,2
2,2,1,0,3,0.5,5,5,1,1,1
0,1,2,3,0,1.0,11,13,2,5,3
2,0,1,2,1,0.5,3,4,1,0,0
0,1,0,1,2,0.0,4,4,0,0,3
0,1,5,0,0,0.0,9,10,0,0,4
2,5,1,0,0,1.0,7,11,2,2,1
2,5,1,2,2,0.0,10,13,0,1,5
0,1,5,2,2,0.0,7,10,0,1,2
0,0,0,3,0,0.0,11,6,0,1,2
2,0,0,0,3,0.0,4,6,0,1,3
0,1,0,1,2,0.0,8,6,0,1,2
2,0,1,2,1,1.0,16,9,2,2,1
2,0,3,1,0,0.5,3,4,1,1,1
0,3,0,0,1,0.0,4,7,0,0,2
2,0,3,2,6,0.5,6,6,1,1,1
0,3,0,6,2,0.0,6,9,0,1,2
2,5,3,1,0,1.0,9,13,2,4,1
0,3,5,0,1,0.5,4,5,1,1,1
2,1,1,0,1,1.0,9,7,2,1,0
0,1,1,1,0,0.5,10,11,1,3,3
2,1,1,0,3,0.0,6,5,0,0,2
0,1,1,3,0,0.5,5,7,1,1,1
1,3,0,0,1,0.5,15,13,1,3,3
1,0,3,1,0,0.0,7,6,0,1,3
2,3,1,3,2,0.0,7,7,0,1,3
0,1,3,2,3,0.0,6,10,0,0,2
2,1,1,2,1,0.5,5,6,1,1,1
0,1,1,1,2,0.0,10,10,0,1,2
0,0,1,2,6,0.0,10,11,0,3,4
2,1,0,6,2,0.0,5,5,0,0,1
0,2,2,2,0,0.0,4,3,0,0,1
2,2,2,0,2,0.0,10,14,0,1,2
0,0,2,0,0,1.0,4,4,2,2,0
2,2,0,0,0,0.0,9,8,0,0,2
2,1,2,1,0,0.0,8,8,0,0,2
0,2,1,0,1,0.0,8,7,0,1,3
0,1,3,2,2,0.0,9,8,0,0,1
2,3,1,2,2,1.0,12,13,2,4,2
2,2,0,2,0,0.0,8,7,0,1,3
0,0,2,0,2,0.0,7,9,0,1,2
2,1,3,2,1,0.0,9,9,0,1,3
0,3,1,1,2,0.0,9,10,0,0,2
0,1,5,2,3,0.0,8,7,0,1,3
2,5,1,3,2,0.0,5,6,0,1,2
0,2,0,1,1,0.0,9,10,0,0,4
2,0,2,1,1,1.0,8,7,2,2,1
2,2,0,3,1,0.0,10,10,0,2,4
0,0,2,1,3,0.5,4,4,1,0,0
0,4,3,2,1,0.0,9,9,0,0,3
2,3,4,1,2,1.0,8,12,2,5,0
0,0,0,2,2,0.5,3,4,1,0,0
2,0,0,2,2,0.0,7,7,0,1,5
2,3,0,1,1,0.0,5,6,0,0,2
0,0,3,1,1,0.0,5,5,0,0,2
0,2,1,1,1,0.0,9,10,0,1,2
2,1,2,1,1,0.0,8,10,0,0,4
0,0,4,2,4,0.0,5,7,0,0,2
2,4,0,4,2,1.0,8,9,2,1,0
1,1,2,1,2,0.0,6,7,0,2,3
1,2,1,2,1,0.0,7,7,0,1,2
0,0,7,0,4,0.0,14,12,0,2,3
2,7,0,4,0,1.0,14,16,2,5,4
0,2,2,3,0,0.0,7,7,0,2,3
2,2,2,0,3,1.0,8,5,2,1,0
2,1,0,0,0,1.0,6,4,2,1,0
0,0,1,0,0,0.5,5,7,1,0,0
2,3,1,1,2,1.0,6,7,2,1,0
0,1,3,2,1,1.0,6,8,2,2,1
0,1,4,1,2,0.0,8,8,0,2,3
2,4,1,2,1,0.0,10,8,0,0,2
2,0,1,1,2,1.0,6,8,2,2,1
0,1,0,2,1,0.0,12,10,0,2,3
2,3,0,2,2,1.0,15,17,2,4,3
0,0,3,2,2,1.0,4,4,2,2,0
2,5,0,3,1,1.0,4,4,2,2,1
0,0,5,1,3,1.0,4,5,2,1,0
1,3,1,6,0,0.0,10,12,0,2,5
1,1,3,0,6,0.0,8,9,0,0,4
0,0,3,1,1,0.5,8,6,1,1,1
2,3,0,1,1,0.0,6,5,0,0,2
2,0,4,2,0,0.5,3,4,1,0,0
0,4,0,0,2,0.0,5,6,0,0,2
0,0,0,0,1,0.5,6,6,1,1,1
2,0,0,1,0,0.5,8,9,1,1,1
2,2,1,2,2,0.5,6,7,1,1,1
0,1,2,2,2,0.5,7,6,1,2,2
0,1,1,1,0,1.0,8,7,2,2,1
2,1,1,0,1,0.0,5,7,0,1,2
0,0,0,1,2,0.0,12,11,0,2,4
2,0,0,2,1,1.0,5,5,2,2,1
0,0,2,1,2,0.0,7,7,0,1,2
2,2,0,2,1,0.0,8,8,0,1,2
0,0,0,1,1,0.0,4,3,0,0,3
2,0,0,1,1,0.0,9,13,0,0,4
2,1,0,0,0,0.0,9,10,0,0,4
0,0,1,0,0,0.0,4,3,0,0,2
2,1,1,2,1,0.0,8,7,0,1,2
0,1,1,1,2,0.0,6,7,0,0,4
2,2,0,7,0,0.0,7,6,0,0,2
0,0,2,0,7,1.0,4,6,2,2,1
0,1,0,0,2,1.0,8,3,2,2,0
2,0,1,2,0,1.0,16,10,2,2,0
0,0,2,0,5,0.5,3,4,1,0,0
2,2,0,5,0,1.0,8,10,2,1,0
1,0,2,0,1,1.0,6,7,2,1,0
1,2,0,1,0,1.0,5,7,2,1,0
2,4,0,2,0,1.0,17,16,2,5,0
0,0,4,0,2,0.0,6,8,0,1,2
1,1,1,3,0,0.0,4,8,0,1,3
1,1,1,0,3,0.5,3,7,1,0,0
2,4,1,5,1,1.0,8,12,2,5,0
0,1,4,1,5,1.0,8,10,2,2,1
1,1,0,1,3,0.0,9,8,0,0,4
1,0,1,3,1,0.5,4,4,1,0,0
2,1,0,0,2,0.5,1,2,1,0,0
0,0,1,2,0,0.0,6,7,0,1,2
0,1,1,1,0,0.0,5,6,0,1,2
2,1,1,0,1,0.0,7,6,0,1,2
2,2,1,2,2,1.0,5,5,2,1,0
0,1,2,2,2,0.0,4,4,0,0,3
2,1,0,0,1,0.0,5,7,0,0,2
0,0,1,1,0,0.5,4,4,1,0,0
0,0,1,2,1,0.0,9,11,0,2,4
2,1,0,1,2,0.0,4,4,0,1,2
1,0,1,1,2,0.0,7,9,0,0,3
1,1,0,2,1,0.0,6,6,0,0,1
2,1,0,0,1,0.5,4,5,1,1,1
0,0,1,1,0,1.0,8,7,2,5,0
0,1,0,0,3,0.5,5,4,1,1,1
2,0,1,3,0,0.0,10,8,0,1,3
0,1,0,1,0,0.5,6,5,1,1,1
2,0,1,0,1,0.0,7,7,0,1,2
2,2,2,1,1,1.0,4,3,2,1,0
0,2,2,1,1,0.5,5,6,1,1,1
0,1,1,0,0,0.5,8,7,1,1,1
2,1,1,0,0,0.5,7,9,1,1,1
2,1,2,4,0,1.0,7,11,2,2,1
0,2,1,0,4,0.0,7,7,0,1,5
1,1,1,3,3,0.5,5,4,1,1,1
1,1,1,3,3,0.0,9,9,0,1,2
0,2,2,2,0,0.5,5,4,1,1,1
2,2,2,0,2,0.0,6,3,0,0,1
0,2,2,2,4,0.0,5,7,0,1,2
2,2,2,4,2,1.0,8,10,2,1,0
2,0,1,0,0,0.0,6,9,0,1,2
0,1,0,0,0,0.5,3,4,1,0,0
0,2,1,0,0,0.0,6,5,0,0,1
2,1,2,0,0,0.0,9,10,0,0,4
1,0,0,2,2,1.0,7,6,2,2,0
1,0,0,2,2,0.0,1,1,0,0,1
1,4,1,0,1,0.0,3,5,0,0,1
1,1,4,1,0,0.5,6,6,1,0,0
0,0,1,1,0,0.0,9,4,0,0,2
2,1,0,0,1,0.5,10,9,1,1,1
0,1,2,2,1,0.0,11,12,0,0,4
2,2,1,1,2,0.0,4,4,0,0,4
2,2,1,5,0,1.0,13,8,2,4,0
0,1,2,0,5,0.0,6,8,0,0,4
1,1,0,3,0,0.0,12,7,0,0,1
1,0,1,0,3,1.0,5,5,2,2,0
0,0,0,2,1,1.0,6,7,2,1,0
2,0,0,1,2,1.0,7,9,2,4,0
2,2,0,0,3,0.5,7,8,1,2,2
0,0,2,3,0,0.5,4,2,1,0,0
0,0,2,1,0,1.0,7,11,2,2,0
2,5,3,1,2,1.0,2,4,2,1,0
0,3,5,2,1,1.0,7,5,2,1,0
2,1,3,3,1,1.0,6,7,2,1,0
0,3,1,1,3,0.5,5,6,1,1,1
0,0,2,2,1,1.0,4,8,2,1,0
2,2,0,1,2,1.0,3,5,2,1,0
2,1,1,0,4,1.0,6,6,2,2,0
0,1,1,4,0,0.5,6,10,1,2,2
0,2,1,1,1,0.5,3,3,1,1,1
2,1,2,1,1,0.5,2,1,1,0,0
0,0,2,3,4,1.0,9,10,2,2,1
2,2,0,4,3,0.0,4,6,0,0,1
0,0,1,0,1,0.0,4,6,0,0,1
2,1,0,1,0,0.5,4,4,1,0,0
0,1,0,3,0,1.0,4,4,2,2,0
2,0,1,0,3,0.0,2,4,0,0,1
2,2,1,1,2,0.0,6,6,0,1,4
0,1,2,2,1,0.0,10,10,0,0,7
2,2,0,5,1,0.0,10,17,0,0,3
0,0,2,1,5,1.0,3,4,2,2,1
2,0,3,2,0,1.0,7,10,2,4,2
0,3,0,0,2,0.0,3,3,0,0,1
1,2,1,1,1,0.0,7,7,0,0,1
1,1,2,1,1,1.0,4,9,2,2,1
0,3,3,5,1,0.0,6,10,0,0,2
2,3,3,1,5,0.0,5,4,0,0,1
0,2,1,1,0,1.0,9,9,2,3,0
2,1,2,0,1,0.0,3,1,0,0,1
0,2,1,3,2,1.0,3,6,2,1,0
2,1,2,2,3,0.0,13,13,0,2,4
0,2,2,1,5,0.5,4,5,1,1,1
2,2,2,5,1,0.0,12,11,0,0,5
1,0,0,3,1,0.0,5,5,0,1,2
1,0,0,1,3,0.0,8,12,0,1,3
2,0,0,0,3,1.0,6,7,2,1,0
0,0,0,3,0,0.5,3,4,1,0,0
2,0,1,3,1,0.0,6,10,0,0,1
0,1,0,1,3,1.0,4,3,2,2,0
0,1,4,1,3,0.0,7,11,0,2,3
2,4,1,3,1,1.0,13,9,2,3,1
2,1,2,1,0,0.0,8,6,0,0,2
0,2,1,0,1,1.0,4,6,2,2,1
1,1,2,5,1,0.5,11,11,1,2,2
1,2,1,1,5,0.0,5,9,0,1,2
2,0,1,0,1,0.5,7,7,1,2,2
0,1,0,1,0,0.0,4,5,0,0,3
2,1,5,2,1,0.5,5,5,1,1,1
0,5,1,1,2,1.0,9,12,2,3,1
2,1,1,3,2,0.0,4,7,0,0,2
0,1,1,2,3,0.0,6,5,0,0,2
2,0,2,0,0,1.0,5,6,2,2,1
0,2,0,0,0,0.5,4,4,1,1,1
0,1,1,2,3,0.0,7,11,0,2,4
2,1,1,3,2,0.0,9,10,0,2,3
1,5,3,3,2,0.0,6,5,0,0,2
1,3,5,2,3,1.0,4,4,2,2,0
0,3,3,0,2,0.0,5,7,0,1,2
2,3,3,2,0,1.0,12,11,2,5,0
1,2,1,2,1,0.0,6,4,0,0,2
1,1,2,1,2,0.0,9,9,0,2,3
2,0,4,1,2,0.5,5,4,1,1,1
0,4,0,2,1,0.0,4,5,0,0,2
2,2,1,8,0,0.0,12,10,0,2,3
0,1,2,0,8,0.0,7,7,0,1,2
0,1,1,0,1,0.0,9,8,0,2,3
2,1,1,1,0,0.5,8,9,1,1,1
2,2,1,3,0,0.0,6,5,0,0,2
0,1,2,0,3,0.5,6,5,1,1,1
2,1,1,3,0,0.5,7,5,1,1,1
0,1,1,0,3,0.0,8,7,0,0,2
2,0,0,0,3,0.0,4,6,0,1,3
0,0,0,3,0,0.0,11,6,0,1,2
2,5,0,4,2,0.0,4,7,0,0,1
0,0,5,2,4,0.5,2,3,1,0,0
1,1,0,5,1,1.0,7,11,2,2,1
1,0,1,1,5,0.0,9,10,0,0,4
2,0,1,1,0,0.0,4,4,0,0,3
0,1,0,0,1,0.5,3,4,1,0,0
0,1,5,2,2,0.0,7,10,0,1,2
2,5,1,2,2,0.0,10,13,0,1,5
1,0,1,1,3,0.0,5,6,0,0,3
1,1,0,3,1,0.0,4,5,0,0,3
1,1,1,1,1,0.5,3,4,1,0,0
1,1,1,1,1,0.0,8,8,0,1,2
0,7,3,0,1,1.0,8,11,2,4,3
2,3,7,1,0,1.0,9,8,2,2,1
2,1,2,2,3,1.0,3,3,2,1,0
0,2,1,3,2,0.5,2,2,1,0,0
2,4,1,0,1,0.0,10,7,0,1,2
0,1,4,1,0,0.0,2,9,0,0,1
1,2,4,0,5,1.0,7,9,2,2,1
1,4,2,5,0,0.5,3,5,1,1,1
0,0,2,0,3,0.0,9,10,0,0,4
2,2,0,3,0,0.0,4,4,0,0,3
1,1,0,0,0,0.0,5,7,0,1,2
1,0,1,0,0,1.0,6,7,2,1,0
2,2,0,3,3,0.0,6,7,0,0,3
0,0,2,3,3,1.0,9,9,2,3,2
0,0,2,3,5,0.0,7,7,0,0,3
2,2,0,5,3,0.0,14,12,0,1,5
2,0,0,0,3,1.0,10,8,2,3,2
0,0,0,3,0,0.0,7,5,0,0,3
2,1,3,1,1,0.0,11,10,0,1,5
0,3,1,1,1,0.5,2,4,1,0,0
2,0,1,1,1,0.5,5,7,1,0,0
0,1,0,1,1,0.0,5,7,0,0,3
2,2,0,1,0,0.0,11,12,0,0,4
0,0,2,0,1,0.0,5,8,0,0,3
1,1,2,1,3,0.5,8,8,1,1,1
1,2,1,3,1,0.0,5,7,0,1,2
2,0,2,1,1,1.0,12,14,2,3,2
0,2,0,1,1,1.0,12,11,2,3,2
0,0,2,2,1,0.0,5,5,0,0,1
2,2,0,1,2,0.5,6,7,1,1,1
2,3,2,2,0,1.0,11,12,2,2,1
0,2,3,0,2,0.0,8,8,0,1,3
0,1,5,0,0,0.0,10,11,0,1,3
2,5,1,0,0,0.0,11,6,0,0,2
0,3,1,1,2,0.0,9,10,0,0,2
2,1,3,2,1,0.0,9,9,0,1,3
1,0,2,2,1,0.0,1,3,0,0,1
1,2,0,1,2,0.0,12,7,0,0,2
2,1,0,3,1,1.0,6,8,2,3,0
0,0,1,1,3,0.0,3,4,0,0,1
2,0,4,2,0,0.0,5,5,0,0,1
0,4,0,0,2,0.0,7,7,0,0,1
0,0,4,0,2,0.5,5,7,1,1,1
2,4,0,2,0,0.0,8,9,0,0,1
